#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t 
2,19,623.738468
7,14,623.785353
3,18,623.854362
10,11,623.88561
9,12,623.932483
5,16,623.985868
10,11,624.017118
9,12,624.054889
7,14,624.117382
8,13,624.155146
7,14,624.202016
8,13,624.239773
5,16,624.302278
3,18,624.371289
9,12,624.418161
10,11,624.455927
-5,17,624.502799
2,19,624.571809
7,14,624.618681
6,15,624.672069
6,15,624.734565
8,13,624.77233
5,16,624.834826
6,15,624.872597
4,17,624.941599
11,10,624.972854
7,14,625.019728
8,13,625.073119
4,17,625.142126
14,7,625.157761
10,11,625.204633
7,14,625.242392
9,12,625.289272
9,12,625.336147
3,18,625.389535
10,11,625.436406
6,15,625.474167
8,13,625.521039
12,9,625.558813
8,13,625.605688
5,16,625.659079
5,16,625.706965
-4,16,625.774982
2,19,625.837477
10,11,625.875241
8,13,625.90649
6,15,625.959875
10,11,626.006746
11,10,626.044512
6,15,626.091397
6,15,626.144778
11,10,626.176031
9,12,626.207279
10,11,626.245038
-6,18,626.307541
8,13,626.360942
3,18,626.423438
10,11,626.461202
2,19,626.523699
3,18,626.577091
6,15,626.639589
9,12,626.677357
6,15,626.724228
5,16,626.777614
9,12,626.824487
3,18,626.877875
7,14,626.924747
12,9,626.962513
10,11,626.993761
11,10,627.040633
2,19,627.094022
9,12,627.140894
6,15,627.194285
3,18,627.311188
7,14,627.364597
9,12,627.41147
-5,17,627.464861
7,14,627.511736
7,14,627.565126
12,9,627.596375
5,16,627.649754
3,18,627.712258
5,16,627.765646
0,12,627.796893
9,12,627.850274
5,16,627.897153
7,14,627.950532
5,16,627.997411
8,13,628.050795
10,11,628.082052
5,16,628.144547
5,16,628.197936
4,17,628.251318
7,14,628.298196
4,17,628.351576
10,11,628.398455
7,14,628.445327
8,13,628.483092
10,11,628.51434
4,17,628.583348
6,15,628.630224
-1,13,628.683609
9,12,628.714854
9,12,628.752609
10,11,628.79949
10,11,628.83074
7,14,628.884128
-10,13,628.931004
8,13,628.968766
-5,17,629.031262
9,12,629.069038
9,12,629.100286
7,14,629.153669
9,12,629.200551
9,12,629.231798
4,17,629.300809
10,11,629.332056
7,14,629.385441
7,14,629.432312
4,17,629.485704
5,16,629.532577
9,12,629.585963
3,18,629.648459
-2,14,629.686224
11,10,629.733096
6,15,629.786482
2,19,629.85549
9,12,629.90237
10,11,629.933618
10,11,629.971385
-4,16,630.03388
3,18,630.087273
6,15,630.149768
7,14,630.187529
-5,17,630.256532
8,13,630.287788
3,18,630.35679
9,12,630.403668
0,12,630.434917
5,16,630.488302
5,16,630.550797
6,15,630.604185
2,19,630.657562
8,13,630.704443
12,9,630.735689
2,19,630.820326
5,16,630.873716
13,8,630.889345
4,17,630.958345
7,14,631.005226
4,17,631.058609
7,14,631.105488
5,16,631.158868
3,18,631.221371
3,18,631.290383
3,18,631.352879
5,16,631.40627
12,9,631.437517
13,8,631.459648
10,11,631.490904
1,20,631.559913
10,11,631.606792
-5,17,631.660172
5,16,631.722675
3,18,631.776062
3,18,631.838558
4,17,631.907576
9,12,631.95445
6,15,632.023468
7,14,632.076861
2,19,632.161499
4,17,632.239627
7,14,632.308648
5,16,632.377667
7,14,632.440161
13,8,632.477932
8,13,632.524802
11,10,632.578196
3,18,632.678467
3,18,632.763098
6,15,632.841225
6,15,632.910239
3,18,632.983229
10,11,633.030101
8,13,633.110741
6,15,633.179756
9,12,633.242254
7,14,633.311267
11,10,633.364654
3,18,633.458417
8,13,633.511811
7,14,633.58083
7,14,633.64333
5,16,633.712338
11,10,633.765723
15,6,633.796979
3,18,633.856775
3,18,633.928283
9,12,633.96701
6,15,634.029513
7,14,634.097526
4,17,634.166538
10,11,634.213426
7,14,634.266805
3,18,634.36056
5,16,634.429573
9,12,634.482966
9,12,634.54546
11,10,634.583224
7,14,634.630096
9,12,634.699111
5,16,634.745983
10,11,634.799373
15,6,634.814996
6,15,634.868378
5,16,634.930881
3,18,634.984275
14,7,635.015522
9,12,635.068905
5,16,635.115788
9,12,635.162661
12,9,635.200426
6,15,635.247298
0,21,635.331932
8,13,635.369693
12,9,635.40095
4,17,635.516862
11,10,635.548109
5,16,635.6015
9,12,635.64837
3,18,635.717391
3,18,635.786401
-11,23,635.871029
6,15,635.917909
2,19,635.986923
10,11,636.033793
3,18,636.087182
8,13,636.149678
7,14,636.203068
5,16,636.265566
11,10,636.30333
7,14,636.355341
7,14,636.403232
6,15,636.450107
11,10,636.487871
10,11,636.572506
7,14,636.635012
11,10,636.688418
7,14,636.772896
7,14,636.851024
8,13,636.920042
6,15,637.004683
11,10,637.067181
6,15,637.136202
3,18,637.236455
9,12,637.289848
4,17,637.374476
5,7,637.421358
-4,16,637.505997
6,15,637.575001
7,14,637.653127
7,14,637.737781
-3,15,637.806816
9,12,637.875825
5,16,637.953953
11,10,638.007354
4,17,638.076347
5,16,638.138847
9,12,638.192234
8,13,638.239107
8,13,638.292493
8,13,638.339368
3,18,638.408376
-8,20,638.477374
10,11,638.524258
6,15,638.577641
4,17,638.640144
9,12,638.6779
8,13,638.724785
-3,15,638.793797
9,12,638.840677
1,20,638.909687
9,12,638.956557
4,17,639.025574
7,14,639.094591
4,17,639.157086
9,12,639.210484
12,9,639.241729
5,16,639.310751
6,15,639.357623
10,11,639.411011
13,8,639.44226
6,15,639.495647
7,14,639.54252
14,7,639.573766
8,13,639.611531
10,11,639.658403
9,12,639.711798
9,12,639.758669
4,17,639.827684
9,12,639.858932
4,17,639.927952
6,15,639.981332
4,17,640.043837
9,12,640.081599
4,17,640.144106
11,10,640.181861
9,12,640.22874
5,16,640.282119
8,13,640.328997
10,11,640.382377
14,7,640.398011
-5,17,640.460505
5,16,640.529521
10,11,640.560769
8,13,640.614156
5,16,640.676649
8,13,640.730037
14,7,640.74566
-3,15,640.799052
6,15,640.861545
7,14,640.91494
15,6,640.930564
9,12,640.983944
2,19,641.062073
5,16,641.131083
4,17,641.18447
6,15,641.246981
5,16,641.33163
11,10,641.362873
5,16,641.431907
4,17,641.5009
6,15,641.547772
8,13,641.60116
9,12,641.648031
11,10,641.685786
10,11,641.73368
4,17,641.78606
3,18,641.848567
11,10,641.886323
7,14,641.948826
9,12,641.986586
3,18,642.064712
11,10,642.102474
14,7,642.118098
7,14,642.180596
9,12,642.218361
-5,17,642.287364
8,13,642.334249
4,17,642.387633
14,7,642.418889
11,10,642.450137
4,17,642.519151
7,14,642.566024
10,11,642.603798
8,13,642.666293
7,14,642.735311
7,14,642.788697
6,15,642.851205
3,18,642.920216
8,13,642.967086
9,12,643.020482
8,13,643.067357
7,14,643.105118
6,15,643.167617
8,13,643.20538
8,13,643.252251
10,11,643.29001
6,15,643.352517
11,10,643.390276
5,16,643.437156
6,15,643.490534
10,11,643.537414
7,14,643.590797
6,15,643.63768
10,11,643.684551
9,12,643.722314
-8,20,643.791313
0,12,643.838191
6,15,643.891572
9,12,643.938451
4,17,643.991828
5,16,644.054331
-36,48,644.223601
6,15,644.286095
5,16,644.339482
-2,14,644.392864
-4,16,644.45537
6,15,644.508762
10,11,644.540008
6,15,644.59339
6,15,644.655891
8,13,644.69365
5,16,644.756156
-7,19,644.825169
10,11,644.87204
-12,15,644.925431
6,15,644.972302
15,6,644.994432
5,16,645.056934
6,15,645.110323
11,10,645.14157
9,12,645.194952
9,12,645.241843
10,11,645.273082
6,15,645.326474
6,15,645.38897
8,13,645.426736
-6,18,645.495745
13,8,645.526999
9,12,645.558252
1,20,645.642883
7,14,645.696264
14,7,645.711897
9,12,645.758772
9,12,645.812161
9,12,645.843408
11,10,645.890281
13,8,645.912421
9,12,645.959293
4,17,646.012682
5,16,646.075177
-6,18,646.144192
7,14,646.197569
7,14,646.24445
4,17,646.297826
5,16,646.375952
5,16,646.444971
13,8,646.460594
8,13,646.513983
3,18,646.576478
7,14,646.629865
6,15,646.676738
7,14,646.730138
13,8,646.761381
9,12,646.814763
-1,13,646.861635
7,14,646.912736
10,11,646.943984
7,14,646.999367
7,14,647.046248
8,13,647.099633
13,8,647.115265
2,19,647.193385
3,18,647.262396
3,18,647.315785
10,11,647.362658
7,14,647.416045
5,16,647.462918
-7,19,647.531928
4,17,647.600934
6,15,647.647813
7,14,647.701195
8,13,647.748075
6,15,647.801454
5,16,647.863959
8,13,647.917347
7,14,647.964219
-5,17,648.038143
4,17,648.117281
10,11,648.164157
10,11,648.217545
7,14,648.28004
8,13,648.333431
-1,13,648.402436
9,12,648.449317
7,14,648.502699
5,16,648.580828
4,17,648.665462
-7,19,648.765726
9,12,648.834748
9,12,648.903746
10,11,648.950626
12,9,648.981875
4,17,649.050893
7,14,649.119907
11,10,649.166778
7,14,649.220177
8,13,649.282679
10,11,649.336064
7,14,649.398561
7,14,649.45196
8,13,649.520969
8,13,649.583467
13,8,649.621236
9,12,649.668109
7,14,649.752752
7,14,649.806138
8,13,649.868644
6,15,649.921916
15,6,649.937541
11,10,649.984411
8,13,650.027762
7,14,650.090256
9,12,650.137638
-5,17,650.222279
9,12,650.269151
9,12,650.322551
3,18,650.407182
9,12,650.469685
2,10,650.507445
-5,17,650.569948
7,14,650.623334
12,9,650.654581
9,12,650.707967
6,15,650.754851
8,13,650.808231
10,11,650.855114
3,18,650.939746
13,8,650.95537
8,13,651.008752
11,10,651.055634
5,16,651.109013
-3,15,651.155895
6,15,651.209275
4,17,651.271783
8,13,651.325165
8,13,651.372036
8,13,651.409792
13,8,651.441047
8,13,651.487919
7,14,651.541312
5,16,651.610315
9,12,651.641569
8,13,651.688441
6,15,651.757458
7,14,651.810839
5,16,651.87334
14,7,651.904591
9,12,651.94236
8,13,651.989236
7,14,652.042621
6,15,652.089493
5,16,652.158509
9,12,652.189757
10,11,652.24315
11,10,652.274397
13,8,652.305645
14,7,652.327784
8,13,652.374659
9,12,652.41241
5,16,652.47492
4,17,652.543933
-3,15,652.590801
10,11,652.644189
-2,23,652.728826
9,12,652.760073
10,11,652.806943
12,9,652.844704
9,12,652.875959
3,18,652.944962
1,20,653.013967
11,10,653.045226
7,14,653.107717
10,11,653.145478
3,18,653.21448
11,10,653.245738
10,11,653.276989
6,15,653.346006
-5,17,653.408502
8,13,653.44627
6,15,653.508769
7,14,653.546533
9,12,653.593408
5,16,653.646801
10,11,653.693672
4,17,653.74706
4,17,653.816065
8,13,653.862946
5,16,653.916325
1,20,653.994453
-8,20,654.063465
9,12,654.110337
8,13,654.148106
9,12,654.194978
7,14,654.248362
3,18,654.310858
4,17,654.364244
12,9,654.395493
7,14,654.448901
7,14,654.511391
3,18,654.564779
7,14,654.618161
10,11,654.649417
14,7,654.680665
5,16,654.749681
-4,16,654.796553
12,9,654.83432
10,11,654.881192
7,14,654.918947
9,12,654.965827
6,15,655.019206
7,14,655.066089
6,15,655.119465
10,11,655.166345
13,8,655.197594
10,11,655.235366
10,11,655.282235
6,15,655.335626
4,17,655.398122
7,14,655.451517
7,14,655.498392
8,13,655.551778
8,13,655.598653
6,15,655.652041
7,14,655.698913
8,13,655.752302
9,12,655.799176
4,17,655.852564
3,18,655.921567
10,11,655.952822
5,16,656.021827
4,17,656.068704
8,13,656.122085
9,12,656.168964
6,15,656.222344
2,19,656.284849
11,10,656.322623
9,12,656.369502
9,12,656.416374
5,16,656.469765
3,18,656.523147
-4,16,656.58565
7,14,656.639035
6,15,656.685906
9,12,656.739294
3,18,656.823937
5,16,656.886443
11,10,656.924196
13,8,656.95545
-36,57,657.155974
9,12,657.187223
4,17,657.256255
5,16,657.318749
3,18,657.375633
-3,15,657.444655
-6,18,657.507142
8,13,657.54491
2,19,657.623027
8,13,657.660794
3,18,657.729824
2,19,657.807954
9,12,657.845718
2,19,657.923836
-2,14,657.977223
4,17,658.030608
11,10,658.061866
9,12,658.108737
8,13,658.162128
13,8,658.193373
5,16,658.246761
10,11,658.278008
0,12,658.331395
7,14,658.378274
10,11,658.409522
11,10,658.447289
6,15,658.509785
4,17,658.563175
7,14,658.610041
8,13,658.663427
9,12,658.710301
11,10,658.748061
5,16,658.794933
11,10,658.832695
11,10,658.879573
1,11,658.910827
5,16,658.964209
-2,14,659.026704
8,13,659.064468
10,11,659.111339
7,14,659.149112
14,7,659.180354
5,16,659.233732
3,18,659.31186
5,16,659.365249
7,14,659.412121
8,13,659.465521
5,16,659.528016
9,12,659.565782
7,14,659.612654
7,14,659.666044
13,8,659.697292
5,16,659.750681
10,11,659.781928
3,18,659.850951
4,17,659.91344
4,17,659.982451
7,14,660.03583
11,10,660.067085
11,10,660.098335
8,13,660.151721
8,13,660.198593
-5,17,660.251992
9,12,660.298864
10,11,660.336622
6,15,660.383502
6,15,660.436883
12,9,660.483765
12,9,660.515012
15,6,660.537144
9,12,660.584023
10,11,660.615272
2,19,660.684293
0,21,660.753297
10,11,660.800168
13,8,660.83142
6,15,660.884813
12,9,660.91606
7,14,660.969451
-3,15,661.01632
8,13,661.069727
14,7,661.08535
9,12,661.13873
8,13,661.185613
4,17,661.238989
5,16,661.301498
8,13,661.339253
8,13,661.386139
7,14,661.439523
3,18,661.50203
4,17,661.57104
6,15,661.617912
9,12,661.671306
8,13,661.718172
13,8,661.740304
7,14,661.787183
-2,14,661.856243
6,15,661.918738
13,8,661.940871
10,11,661.987751
5,16,662.041132
2,10,662.07239
14,7,662.103638
7,14,662.15703
5,16,662.219525
7,14,662.257286
8,13,662.304157
0,12,662.357545
8,13,662.404418
4,17,662.457808
9,12,662.504677
8,13,662.558065
4,17,662.620559
8,13,662.658323
8,13,662.705199
5,16,662.758582
7,14,662.821077
-5,17,662.874467
-4,16,662.943472
8,13,662.990355
6,15,663.043584
10,11,663.074844
7,14,663.121712
7,14,663.175103
9,12,663.221976
11,10,663.259743
8,13,663.306617
11,10,663.344377
9,12,663.375636
11,10,663.422508
5,16,663.475894
6,15,663.538391
13,8,663.560541
6,15,663.607412
3,18,663.676436
9,12,663.723302
14,7,663.745434
9,12,663.792313
11,10,663.823563
10,11,663.861329
5,16,663.923826
9,12,663.977219
8,13,664.046225
10,11,664.093107
4,17,664.162119
14,7,664.224616
8,13,664.293629
-3,15,664.347012
-6,18,664.425139
9,12,664.478529
2,19,664.578797
4,17,664.663446
-16,19,664.748072
10,11,664.794958
6,15,664.879592
5,16,664.948598
0,12,664.995477
9,12,665.048862
8,13,665.111367
8,13,665.164762
4,17,665.249389
6,15,665.311894
8,13,665.365294
4,17,665.443412
9,12,665.496803
-6,18,665.581448
12,9,665.612694
6,15,665.681709
-7,19,665.759644
9,12,665.800917
5,16,665.866436
6,15,665.926884
5,16,665.997908
3,18,666.066926
14,7,666.098175
3,18,666.167196
6,15,666.245317
14,7,666.267468
1,20,666.367729
11,10,666.398978
10,11,666.445849
7,14,666.483615
4,17,666.552623
8,13,666.599503
3,18,666.668514
5,16,666.731009
2,10,666.768774
10,11,666.80002
7,14,666.8534
6,15,666.900283
3,18,666.9693
11,10,667.016167
5,16,667.069558
5,16,667.116431
9,12,667.169826
6,15,667.216697
2,19,667.301333
1,20,667.370347
5,16,667.432843
7,14,667.486232
7,14,667.533103
8,13,667.570873
-6,18,667.633367
7,14,667.686757
-5,17,667.755763
8,13,667.802642
0,12,667.833889
4,17,667.902905
-2,14,667.95629
9,12,667.987549
4,17,668.056553
8,13,668.103433
7,14,668.156812
3,18,668.219315
9,12,668.257081
8,13,668.303961
3,18,668.372972
5,16,668.419843
5,16,668.473231
8,13,668.520102
5,16,668.589113
4,17,668.635985
8,13,668.68937
8,13,668.736246
4,17,668.789632
9,12,668.836505
9,12,668.874272
9,12,668.921144
12,9,668.958905
9,12,668.990163
7,14,669.052661
3,18,669.106052
11,10,669.152924
11,10,669.175065
9,12,669.221938
3,18,669.290947
12,9,669.322194
5,16,669.375586
3,18,669.438081
5,16,669.491468
7,14,669.538341
10,11,669.576104
8,13,669.622978
7,14,669.676363
5,16,669.738859
3,18,669.792246
9,12,669.839119
6,15,669.892506
7,14,669.939377
8,13,669.99277
10,11,670.024014
9,12,670.061774
3,18,670.124278
13,8,670.162035
11,10,670.193294
4,17,670.262296
7,14,670.309179
8,13,670.356053
3,18,670.409444
8,13,670.462825
11,10,670.494085
-7,19,670.563093
7,14,670.60997
6,15,670.663352
-6,18,670.725858
8,13,670.763614
-1,13,670.810494
7,14,670.863875
14,7,670.879512
14,7,670.910758
-2,14,670.964142
-2,14,671.011021
4,17,671.064402
3,18,671.126904
3,18,671.195919
11,10,671.227166
10,11,671.264925
4,17,671.327429
3,18,671.380816
4,17,671.443311
8,13,671.496696
5,16,671.543571
8,13,671.59696
7,14,671.64383
7,14,671.697219
10,11,671.728467
3,18,671.797485
7,14,671.84436
7,14,671.897751
3,18,671.960242
10,11,671.998005
5,16,672.0605
9,12,672.098268
-3,15,672.14514
9,12,672.198526
3,18,672.261023
6,15,672.314411
5,16,672.383444
9,12,672.430312
7,14,672.483704
7,14,672.530575
10,11,672.56833
10,11,672.615214
12,9,672.646461
7,14,672.69985
-3,15,672.762347
4,17,672.815736
10,11,672.869117
12,9,672.900372
9,12,672.947244
5,16,673.000632
7,14,673.051348
9,12,673.085114
9,12,673.131985
6,15,673.185384
-6,18,673.247877
-1,13,673.30127
8,13,673.348141
5,16,673.417151
9,12,673.470533
8,13,673.517416
12,9,673.548658
10,11,673.586421
9,12,673.634308
9,12,673.671069
2,19,673.749199
7,14,673.802587
8,13,673.865084
2,19,673.934096
6,15,673.987489
3,18,674.049978
7,14,674.103369
5,16,674.165865
4,17,674.219255
3,18,674.288265
6,15,674.335138
-3,15,674.388526
-2,14,674.435398
11,10,674.473153
-3,15,674.535655
13,8,674.566902
8,13,674.604668
13,8,674.635916
6,15,674.689299
11,10,674.736171
13,8,674.751795
-5,17,674.820809
9,12,674.867682
11,10,674.905446
10,11,674.936694
11,10,674.974453
10,11,675.021332
5,16,675.074713
6,15,675.137221
3,18,675.190612
4,17,675.253104
10,11,675.29087
5,16,675.353367
4,17,675.422383
-2,14,675.46926
8,13,675.507029
7,14,675.569524
5,16,675.622914
7,14,675.676292
7,14,675.723176
0,12,675.770045
6,15,675.823431
3,18,675.892446
13,8,675.90807
8,13,675.970566
8,13,676.008329
9,12,676.0552
9,12,676.092965
8,13,676.139837
6,15,676.193233
8,13,676.240103
10,11,676.27786
9,12,676.324741
8,13,676.378123
2,19,676.440627
7,14,676.494019
5,16,676.540886
4,17,676.609899
7,14,676.656771
10,11,676.69454
5,16,676.757032
-3,15,676.810426
3,18,676.879432
6,15,676.926316
9,12,676.973183
9,12,677.010951
5,16,677.073445
8,13,677.126833
5,16,677.180215
14,7,677.195845
7,14,677.258342
7,14,677.311734
5,16,677.374227
3,18,677.443241
11,10,677.474492
10,11,677.512256
7,14,677.559131
6,15,677.612516
2,19,677.681527
8,13,677.728413
4,17,677.797425
5,16,677.844297
13,8,677.882053
3,18,677.944556
6,15,677.997944
-5,17,678.067211
6,15,678.113474
-1,13,678.160345
5,16,678.229362
-1,13,678.27624
3,18,678.329629
11,10,678.3765
5,16,678.42989
12,9,678.461137
11,10,678.498901
-2,14,678.545775
4,17,678.599163
8,13,678.646034
7,14,678.699419
-1,22,678.784051
11,10,678.815312
8,13,678.862182
7,14,678.915568
-1,13,678.962439
3,18,679.031456
9,12,679.078328
5,16,679.131723
7,14,679.188848
10,11,679.215784
3,18,679.284796
6,15,679.347298
14,7,679.362923
6,15,679.416308
10,11,679.46318
10,11,679.500943
-17,20,679.585571
9,12,679.616825
8,13,679.685833
9,12,679.748342
7,14,679.817358
8,13,679.864225
10,11,679.901991
7,14,679.964487
10,11,680.002253
0,12,680.049125
13,8,680.086882
5,16,680.149386
8,13,680.218403
7,14,680.28741
7,14,680.334295
5,16,680.418932
7,14,680.465801
2,19,680.550435
7,14,680.619453
4,17,680.688461
11,10,680.750967
5,16,680.819978
3,18,680.904624
7,14,680.989253
6,15,681.067384
6,15,681.12078
11,10,681.167651
2,19,681.25229
9,12,681.321303
3,18,681.405974
3,18,681.490575
8,13,681.553083
5,16,681.60648
6,15,681.684601
13,8,681.722369
10,11,681.769239
9,12,681.82263
-1,13,681.87412
0,12,681.922516
14,7,681.953767
7,14,681.991166
8,13,682.053671
5,16,682.12269
9,12,682.16956
10,11,682.222953
4,17,682.307599
8,13,682.370098
5,16,682.439116
11,10,682.485989
5,16,682.539384
14,7,682.570631
5,16,682.624024
5,16,682.693034
6,15,682.739914
14,7,682.771162
7,14,682.824558
6,15,682.887055
3,18,682.971691
9,12,683.021343
7,14,683.083839
12,9,683.10948
2,19,683.187601
6,15,683.240994
4,17,683.294373
5,16,683.341251
1,11,683.394632
4,17,683.441518
14,7,683.472763
11,10,683.510533
7,14,683.57303
4,17,683.626428
8,13,683.673301
14,7,683.711069
7,14,683.757943
7,14,683.811337
9,12,683.842578
12,9,683.873826
9,12,683.927227
4,17,683.996236
10,11,684.027493
4,17,684.112126
6,15,684.190245
8,13,684.243634
4,17,684.328288
11,10,684.375157
10,11,684.428566
7,14,684.497567
11,10,684.544452
3,18,684.629096
9,12,684.691589
4,17,684.760605
9,12,684.813991
-4,16,684.876488
10,11,684.914254
5,16,684.998881
12,9,685.030136
-7,19,685.09914
7,14,685.146033
1,20,685.230663
10,11,685.261914
2,19,685.330934
10,11,685.377803
-26,47,685.547083
6,15,685.600464
6,15,685.647345
-8,20,685.731983
7,14,685.778857
4,17,685.832245
8,13,685.879117
2,19,685.948147
7,14,686.00154
9,12,686.048419
7,14,686.101799
7,14,686.148678
6,15,686.202068
5,16,686.264576
-6,18,686.333585
3,18,686.396084
7,14,686.449475
6,15,686.502859
14,7,686.518488
10,11,686.565363
11,10,686.603119
8,13,686.649997
13,8,686.681246
11,10,686.719015
8,13,686.765883
9,12,686.803643
10,11,686.850524
8,13,686.897396
7,14,686.935157
11,10,686.982028
-4,16,687.035422
10,11,687.066666
5,16,687.13568
9,12,687.166929
10,11,687.22032
6,15,687.267191
8,13,687.320577
10,11,687.351828
5,16,687.420842
13,8,687.452086
10,11,687.483338
4,17,687.552348
7,14,687.599219
5,16,687.652608
8,13,687.699481
8,13,687.737247
9,12,687.784124
8,13,687.837509
5,16,687.884382
9,12,687.937772
3,18,688.006777
9,12,688.05366
-7,19,688.122672
7,14,688.169542
10,11,688.207299
10,11,688.254176
0,21,688.338817
9,12,688.370066
10,11,688.423456
10,11,688.4547
8,13,688.508082
7,14,688.554962
10,11,688.586209
4,17,688.655223
4,17,688.708604
7,14,688.755484
6,15,688.808864
5,16,688.886991
11,10,688.940377
3,18,689.025017
9,12,689.056264
5,16,689.109647
9,12,689.156527
10,11,689.203397
7,14,689.241162
9,12,689.288037
9,12,689.325801
-1,13,689.388295
5,16,689.441688
4,17,689.504182
6,15,689.557568
14,7,689.573193
9,12,689.610951
8,13,689.65783
0,21,689.743483
8,13,689.790354
15,6,689.811488
10,11,689.842745
6,15,689.889615
14,7,689.92738
3,18,689.989877
5,16,690.043271
9,12,690.090137
-7,28,690.1904
9,12,690.228167
5,16,690.275039
4,17,690.344056
9,12,690.375299
4,17,690.444308
5,16,690.49118
11,10,690.528949
5,16,690.591444
7,14,690.629213
10,11,690.676088
8,13,690.713846
6,15,690.760724
-6,18,690.829738
8,13,690.876614
4,17,690.930005
8,13,690.976879
10,11,691.014636
10,11,691.045893
10,11,691.092764
4,17,691.146157
0,21,691.215161
9,12,691.262039
8,13,691.30891
5,16,691.362299
11,10,691.393548
9,12,691.43131
9,12,691.478186
10,11,691.515939
9,12,691.547194
13,8,691.578441
9,12,691.616198
10,11,691.663077
10,11,691.694324
11,10,691.73209
5,16,691.794585
8,13,691.832345
10,11,691.879218
10,11,691.916974
3,18,691.979475
4,17,692.032869
14,7,692.048494
10,11,692.09537
9,12,692.133133
10,11,692.180008
8,13,692.217762
8,13,692.264642
7,14,692.318024
9,12,692.349279
14,7,692.380527
11,10,692.418285
11,10,692.449543
11,10,692.480791
4,17,692.534179
4,17,692.596675
5,16,692.650077
-4,16,692.712572
15,6,692.734714
6,15,692.781584
4,17,692.834984
7,14,692.88185
4,17,692.950867
8,13,692.997745
-5,17,693.066761
9,12,693.113632
4,17,693.167023
6,15,693.220404
5,16,693.282908
13,8,693.314156
-4,16,693.367548
9,12,693.414422
7,14,693.452186
10,11,693.49906
3,18,693.552442
8,13,693.599313
7,14,693.652705
5,16,693.7152
8,13,693.752964
8,13,693.799837
9,12,693.837602
10,11,693.86885
7,14,693.922226
7,14,693.969108
1,20,694.038119
4,17,694.100615
3,18,694.154005
10,11,694.200877
13,8,694.238642
-6,18,694.301138
11,10,694.323269
0,12,694.370152
4,17,694.423534
10,11,694.470416
0,21,694.53944
-2,14,694.601928
-7,19,694.670941
3,18,694.73996
7,14,694.786832
10,11,694.82459
12,9,694.855846
3,18,694.924852
-7,19,694.987355
7,14,695.040743
4,17,695.087617
11,10,695.125379
11,10,695.156634
9,12,695.203505
10,11,695.241268
6,15,695.30377
13,8,695.341525
9,12,695.388398
9,12,695.441787
3,18,695.526413
7,14,695.60454
4,17,695.673562
7,14,695.742589
2,19,695.827219
15,6,695.858476
7,14,695.927485
8,13,695.989989
3,18,696.090252
5,16,696.174904
8,13,696.243922
9,12,696.306419
12,9,696.359823
4,17,696.460091
7,14,696.544766
4,17,696.651622
10,11,696.722383
13,8,696.772857
0,12,696.843405
15,6,696.881819
10,11,696.954436
5,16,697.075742
4,17,697.17698
9,12,697.237557
6,15,697.328507
5,16,697.429459
11,10,697.479814
11,10,697.530212
5,16,697.631286
9,12,697.712556
4,17,697.813456
10,11,697.884009
10,11,697.954751
4,17,698.056436
4,17,698.147259
12,9,698.197805
9,12,698.268723
7,14,698.357392
8,13,698.427972
-3,15,698.506108
7,14,698.559507
9,12,698.62045
-5,17,698.675337
7,14,698.746302
6,15,698.808802
13,8,698.844568
3,18,698.929202
5,16,699.00733
-5,17,699.092027
10,11,699.161076
6,15,699.230104
4,17,699.308239
1,20,699.408504
6,15,699.461893
6,15,699.530897
8,13,699.593399
8,13,699.631155
11,10,699.67804
10,11,699.731417
3,18,699.79392
7,14,699.862936
7,14,699.931941
6,15,699.978822
8,13,700.032201
8,13,700.07908
14,7,700.094708
5,16,700.179349
1,20,700.248362
9,12,700.295235
6,15,700.34863
9,12,700.37988
10,11,700.42675
5,16,700.480141
10,11,700.511389
5,16,700.564777
9,12,700.61165
3,18,700.665036
-5,17,700.734041
2,10,700.765298
11,10,700.796543
4,17,700.865557
5,16,700.912429
7,14,700.965821
-6,18,701.034824
11,10,701.081703
7,14,701.128577
10,11,701.16634
3,18,701.235345
12,9,701.2666
15,6,701.282227
8,13,701.335603
9,12,701.366863
12,9,701.398109
14,7,701.435873
8,13,701.467129
10,11,701.514001
11,10,701.551774
9,12,701.58302
10,11,701.6364
7,14,701.683281
7,14,701.73666
9,12,701.767916
4,17,701.836922
4,17,701.899429
6,15,701.93718
7,14,701.984059
13,8,702.015307
10,11,702.05308
4,17,702.115575
7,14,702.168972
11,10,702.200221
10,11,702.237974
4,17,702.300478
4,17,702.353868
0,21,702.431987
3,18,702.485373
6,15,702.538757
5,16,702.60126
6,15,702.654646
6,15,702.701518
7,14,702.754908
8,13,702.801779
10,11,702.839535
10,11,702.870791
4,17,702.933287
8,13,702.971048
8,13,703.01792
9,12,703.055466
6,15,703.11796
7,14,703.155725
5,16,703.218225
14,7,703.240352
9,12,703.287231
8,13,703.318478
9,12,703.371869
10,11,703.403116
10,11,703.440877
13,8,703.472133
-3,15,703.519005
11,10,703.556772
4,17,703.603647
7,14,703.657032
7,14,703.703904
7,14,703.757287
8,13,703.804158
8,13,703.841919
-6,18,703.904423
13,8,703.93567
9,12,703.973434
6,15,704.04244
9,12,704.073695
4,17,704.142702
-2,14,704.189581
8,13,704.236456
8,13,704.274221
10,11,704.32109
4,17,704.374483
6,15,704.421357
9,12,704.474743
14,7,704.490369
-4,16,704.543749
12,9,704.575005
